panel_id	model_id	analysis_cohort	sensitivity_label	focal_exposure_family	excluded_country_iso3	estimate_term	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	q_value_scope	stability_label	headline_eligibility	country_filter	year_window	n_country_year_cells	n_countries	covariates	exposure_formula_id	exposure_lambda	exposure_gamma	primary_effect_estimate	same_direction_as_primary	metric_name	metric_value	x_value	predicted_probability	amu_metric	standard_glm_warning_types	n_obs	ridge_effect_alpha_0p01	ridge_effect_alpha_0p1	ridge_effect_alpha_1p0	all_ridge_effects_negative	source_file	notes
leave_one_country_out	m7_leave_one_country_out_ap_exposure_v1_exclude_NZL_glm	C_IPW	leave_one_country_out_ap_exposure_v1	v1	NZL	ap_exposure_v1_score	log_odds	0.40950477280855	-1.2239475337386483	2.0429570793557486	0.6231648240914316	0.7617770268627078	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=NZL	2000-2024	32	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	0.6625741938333389	true							32					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=NZL;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_ap_exposure_v1_exclude_ZAF_glm	C_IPW	leave_one_country_out_ap_exposure_v1	v1	ZAF	ap_exposure_v1_score	log_odds	0.6703404578216694	-0.5514852828836063	1.8921661985269451	0.28222648793525507	0.9229139767185158	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=ZAF	2000-2024	33	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	0.6625741938333389	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=ZAF;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_BRA_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	BRA	dtp3_coverage	log_odds	-3.423080577848791	-4.299397693206975	-2.5467634624906066	1.9155139839470048e-14	7.662055935788019e-14	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=BRA	2000-2024	33	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=BRA;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_CHN_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	CHN	dtp3_coverage	log_odds	-4.080260369489176	-6.166011639147058	-1.9945090998312942	0.0001259434464741642	0.0005037737858966568	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=CHN	2000-2024	26	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							26					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=CHN;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_FRA_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	FRA	dtp3_coverage	log_odds	-3.7103024465567427	-4.371997717012672	-3.0486071761008136	4.257712098121085e-28	1.703084839248434e-27	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=FRA	2000-2024	33	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=FRA;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_GBR_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	GBR	dtp3_coverage	log_odds	-3.726226029021785	-4.505482394143738	-2.946969663899832	7.098735459584224e-21	2.8394941838336897e-20	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=GBR	2000-2024	33	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=GBR;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_GTM_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	GTM	dtp3_coverage	log_odds	-2.039449771240372	-2.575455253987708	-1.503444288493036	8.810387552350731e-14	3.5241550209402923e-13	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=GTM	2000-2024	33	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=GTM;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_JPN_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	JPN	dtp3_coverage	log_odds	-3.827026228019817	-4.673856432604888	-2.980196023434746	8.167914933202043e-19	3.2671659732808173e-18	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=JPN	2000-2024	33	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=JPN;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_NZL_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	NZL	dtp3_coverage	log_odds	-3.8130494883808494	-4.521507745121571	-3.104591231640127	5.130139895149646e-26	2.0520559580598584e-25	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=NZL	2000-2024	32	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							32					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=NZL;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_USA_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	USA	dtp3_coverage	log_odds	-5.790945016574619	-8.744483616389306	-2.837406416759932	0.00012157245096926645	0.0004862898038770658	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=USA	2012-2024	16	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							16					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=USA;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
leave_one_country_out	m7_leave_one_country_out_legacy_dtp3_exclude_ZAF_glm	C_IPW	leave_one_country_out_legacy_dtp3	dtp3	ZAF	dtp3_coverage	log_odds	-3.770991779517516	-4.631020800600412	-2.91096275843462	8.394670771328276e-18	3.35786830853131e-17	within_model_reported_terms_bh_not_manuscript_wide_fdr	matches_primary_direction	diagnostic_only_archive_context	exclude_country=ZAF	2000-2024	33	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	v1_lambda_1_gamma_0.5	1.0	0.5	-3.7306184559729267	true							33					outputs/workflow/epi/panel_model_leave_one_country_out.tsv	legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;leave_one_country_out=ZAF;q_value_scope=within_model_reported_terms_bh_not_manuscript_wide_fdr
coverage_summary		C_IPW																								panel_rows_primary_parameterization	34										outputs/workflow/epi/panel_model_coverage_report.tsv	rows with IPW outcome, >=5 interpretable genomes, reported cases, and effective genomes_per_case
coverage_summary		C_IPW																								panel_countries_primary_parameterization	9										outputs/workflow/epi/panel_model_coverage_report.tsv	unique countries in the primary manuscript ecology panel
coverage_summary		C_IPW																								v2_rows_with_known_prn	34										outputs/workflow/epi/panel_model_coverage_report.tsv	primary-panel rows with curated yes/mixed/no Prn formulation status
coverage_summary		C_IPW																								v3_rows_with_product_metadata	20										outputs/workflow/epi/panel_model_coverage_report.tsv	primary-panel rows with non-missing product-aware V3 exposure inputs
coverage_summary		C_IPW																								v2_known_fraction	1.000000										outputs/workflow/epi/panel_model_coverage_report.tsv	fraction of primary-panel rows eligible for V2
coverage_summary		C_IPW																								v3_known_fraction	0.588235										outputs/workflow/epi/panel_model_coverage_report.tsv	fraction of primary-panel rows eligible for V3
formulation_country_summary		C_IPW		v2	ABW													7								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Aruba;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	AFG													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Afghanistan;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	AGO													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Angola;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	AIA													12								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Anguilla;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ALB													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Albania;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	AND													25								known_prn_fraction	0.2										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Andorra;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ARE													25								known_prn_fraction	0.56										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=United Arab Emirates;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	ARG													25								known_prn_fraction	0.32										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Argentina;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ARM													25								known_prn_fraction	0.72										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Armenia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	ASM													7								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=American Samoa;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	ATG													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Antigua and Barbuda;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	AUS													25								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Australia;dominant_primary_series_formulation=ap_prn_positive;dominant_booster_formulation=ap_prn_positive;dominant_prn_in_vaccine_curated=yes;dominant_formulation_confidence=high
formulation_country_summary		C_IPW		v2	AUT													27								known_prn_fraction	0.18518518518518517										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Austria;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	AZE													25								known_prn_fraction	0.92										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Azerbaijan;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BDI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Burundi;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BEL													28								known_prn_fraction	0.17857142857142858										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Belgium;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BEN													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Benin;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BFA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Burkina Faso;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BGD													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bangladesh;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BGR													26								known_prn_fraction	0.23076923076923078										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bulgaria;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BHR													25								known_prn_fraction	0.2										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bahrain;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BHS													25								known_prn_fraction	0.44										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bahamas;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BIH													25								known_prn_fraction	0.28										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bosnia and Herzegovina;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BLR													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Belarus;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BLZ													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Belize;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BMU													14								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bermuda;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BOL													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bolivia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BRA													25								known_prn_fraction	0.92										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Brazil;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=dtap_or_tdap_prn_positive;dominant_prn_in_vaccine_curated=mixed;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BRB													26								known_prn_fraction	0.9230769230769231										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Barbados;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BRN													25								known_prn_fraction	0.4										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Brunei Darussalam;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	BTN													25								known_prn_fraction	0.68										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Bhutan;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	BWA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Botswana;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CAF													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Central African Republic;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CAN													25								known_prn_fraction	0.2										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Canada;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CHE													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Switzerland;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CHL													25								known_prn_fraction	0.48										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Chile;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CHN													25								known_prn_fraction	1.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=China;dominant_primary_series_formulation=mixed_brand_heterogeneous;dominant_booster_formulation=mixed_brand_heterogeneous;dominant_prn_in_vaccine_curated=mixed;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CIV													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Côte d'Ivoire;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CMR													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cameroon;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	COG													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Congo;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	COK													25								known_prn_fraction	0.64										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cook Islands;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	COL													25								known_prn_fraction	0.52										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Colombia;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	COM													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Comoros;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CPV													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cabo Verde;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CRI													25								known_prn_fraction	0.24										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Costa Rica;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CUB													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cuba;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	CUW													3								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Curaçao;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CYM													11								known_prn_fraction	0.0										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cayman Islands;dominant_primary_series_formulation=unknown;dominant_booster_formulation=none_recorded;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CYP													25								known_prn_fraction	0.04										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Cyprus;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	CZE													27								known_prn_fraction	0.8888888888888888										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Czechia;dominant_primary_series_formulation=ap_prn_positive;dominant_booster_formulation=ap_prn_positive;dominant_prn_in_vaccine_curated=yes;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	DEU													28								known_prn_fraction	0.17857142857142858										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Germany;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	DJI													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Djibouti;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	DMA													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Dominica;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	DNK													28								known_prn_fraction	0.17857142857142858										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Denmark;dominant_primary_series_formulation=ap_or_mixed_unknown_prn;dominant_booster_formulation=ap_or_mixed_unknown_prn;dominant_prn_in_vaccine_curated=unknown;dominant_formulation_confidence=unknown
formulation_country_summary		C_IPW		v2	DOM													25								known_prn_fraction	0.84										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Dominican Republic;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	DZA													25								known_prn_fraction	0.88										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Algeria;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
formulation_country_summary		C_IPW		v2	ECU													25								known_prn_fraction	0.96										outputs/workflow/epi/formulation_curation_summary.tsv	country_name=Ecuador;dominant_primary_series_formulation=wp_only;dominant_booster_formulation=wp_or_unknown;dominant_prn_in_vaccine_curated=no;dominant_formulation_confidence=medium
