sample_id_canonical	run_accession	source	platform	reads_available	library_layout	fastq_ftp	fastq_md5	fastq_bytes	study_accession
SAMN03702627	SRR5070869;SRR5829397;SRR5829411	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN03702628	SRR5070871;SRR5829410;SRR5829719	step5_sra_linkage	nan	nan					
SAMN03702629	SRR5070729;SRR5071088;SRR5829727;SRR5829728	step5_sra_linkage	nan	nan					
SAMN03702630	SRR5070688;SRR5070974;SRR5829715	step5_sra_linkage	nan	nan					
SAMN03702631	SRR5070695;SRR5071031;SRR5829716;SRR5829722	step5_sra_linkage	nan	nan					
SAMN03702632	SRR5070664;SRR5070794;SRR5829729	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN03702633	SRR5070947;SRR5070973;SRR5829721;SRR5829726	step5_sra_linkage	nan	nan					
SAMN03702634	SRR5070704;SRR5070795;SRR5829720;SRR5853107	step5_sra_linkage	nan	nan					
SAMN03702635	SRR5070673;SRR5070881;SRR5853115;SRR5853118	step5_sra_linkage	nan	nan					
SAMN03702636	SRR5070849;SRR5070963;SRR5853105;SRR5853114	step5_sra_linkage	nan	nan					
SAMN03702637	SRR5070718;SRR5070874;SRR5853106;SRR5853117	step5_sra_linkage	nan	nan					
SAMN03702638	SRR5070698;SRR5071047;SRR5853108;SRR5853110	step5_sra_linkage	nan	nan					
SAMN03702639	SRR5070851;SRR5070926;SRR5852293	step5_sra_linkage	nan	nan					
SAMN03702640	SRR5070945;SRR5070997;SRR5852280;SRR5852283	step5_sra_linkage	nan	nan					
SAMN03702641	SRR5070832;SRR5071055;SRR5852278;SRR5852292	step5_sra_linkage	nan	nan					
SAMN03702642	SRR5070739;SRR5070899;SRR5852281;SRR5852287	step5_sra_linkage	nan	nan					
SAMN03702643	SRR5070950;SRR5071044;SRR5852282;SRR5852291	step5_sra_linkage	nan	nan					
SAMN03702644	SRR5070702;SRR5070775;SRR5852279;SRR5852288	step5_sra_linkage	nan	nan					
SAMN03702645	SRR5070996;SRR5071023;SRR5838390;SRR5838392	step5_sra_linkage	nan	nan					
SAMN03702646	SRR5070948;SRR5071034;SRR5838384;SRR5838387	step5_sra_linkage	nan	nan					
SAMN03702647	SRR5070661;SRR5070748;SRR5839530;SRR5839533	step5_sra_linkage	nan	nan					
SAMN03702648	SRR5070766;SRR5071072;SRR5839522;SRR5839528	step5_sra_linkage	nan	nan					
SAMN03702649	SRR5070734;SRR5071021;SRR5839525;SRR5839531	step5_sra_linkage	nan	nan					
SAMN03702650	SRR5071020;SRR5071029;SRR5839534	step5_sra_linkage	nan	nan					
SAMN03702651	SRR5070719;SRR5070823;SRR5839524;SRR5839529	step5_sra_linkage	nan	nan					
SAMN03702652	SRR5070889;SRR5071053;SRR5839521;SRR5839535	step5_sra_linkage	nan	nan					
SAMN03702653	SRR5070714;SRR5070951;SRR5839520;SRR5839527	step5_sra_linkage	nan	nan					
SAMN03702654	SRR5070754;SRR5071057;SRR5839523;SRR5839532	step5_sra_linkage	nan	nan					
SAMN03702655	SRR5070716;SRR5070884;SRR5839123;SRR5839128	step5_sra_linkage	nan	nan					
SAMN03702656	SRR5070678;SRR5070900;SRR5839115;SRR5839126	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN03702657	SRR5070824;SRR5070977;SRR5839119;SRR5839122	step5_sra_linkage	nan	nan					
SAMN03702658	SRR5070761;SRR5071087;SRR5839117;SRR5839121	step5_sra_linkage	nan	nan					
SAMN03702659	SRR5070738;SRR5071007;SRR5839118;SRR5839125;SRR9006208	step5_sra_linkage	nan	nan					
SAMN03702660	SRR5070929;SRR5070987;SRR5856165;SRR5856178	step5_sra_linkage	nan	nan					
SAMN03702661	SRR5070856;SRR5070873;SRR5856171;SRR5856174	step5_sra_linkage	nan	nan					
SAMN03702662	SRR5070668;SRR5070671;SRR5856167;SRR5856172;SRR5856177	step5_sra_linkage	nan	nan					
SAMN03702663	SRR5070793;SRR5071000;SRR5856170;SRR5856180	step5_sra_linkage	nan	nan					
SAMN03702664	SRR5070772;SRR5070872;SRR5851809;SRR5851818	step5_sra_linkage	nan	nan					
SAMN03702665	SRR5070821;SRR5070903;SRR5851805;SRR5851816	step5_sra_linkage	nan	nan					
SAMN03702666	SRR5070994;SRR5071083;SRR5851804;SRR5851807;SRR5851814	step5_sra_linkage	nan	nan					
SAMN03702667	SRR5070931;SRR5070953;SRR5851461;SRR5851481	step5_sra_linkage	nan	nan					
SAMN03702668	SRR5070969;SRR5071052;SRR5851477;SRR5851478	step5_sra_linkage	nan	nan					
SAMN03702669	SRR5070917;SRR5070978;SRR5851457;SRR5851487	step5_sra_linkage	nan	nan					
SAMN03702670	SRR5070784;SRR5070835;SRR5851468;SRR5851473	step5_sra_linkage	nan	nan					
SAMN03702671	SRR5070837;SRR5070879;SRR5851460;SRR5851464	step5_sra_linkage	nan	nan					
SAMN03702672	SRR5070852;SRR5071077;SRR5851462;SRR5851469	step5_sra_linkage	nan	nan					
SAMN03702673	SRR5070810;SRR5070846;SRR5851470;SRR5851484	step5_sra_linkage	nan	nan					
SAMN03702674	SRR5070915;SRR5071056;SRR5851482;SRR5851486	step5_sra_linkage	nan	nan					
SAMN03702675	SRR5070968;SRR5902560;SRR5902561	step5_sra_linkage	nan	nan					
SAMN03702676	SRR5070892;SRR5902556;SRR5902578	step5_sra_linkage	nan	nan					
SAMN03702677	SRR5070692;SRR5902557;SRR5902566	step5_sra_linkage	nan	nan					
SAMN03702678	SRR5071066;SRR5902554;SRR5902583	step5_sra_linkage	nan	nan					
SAMN03702679	SRR5070939;SRR5902553;SRR5902564	step5_sra_linkage	nan	nan					
SAMN03702680	SRR5070745;SRR5902575;SRR5902579	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN03702681	SRR5070666;SRR5902576;SRR5902580	step5_sra_linkage	nan	nan					
SAMN03702682	SRR5071035;SRR5902558;SRR5902563	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN03702683	SRR5070990;SRR5902567;SRR5902581	step5_sra_linkage	nan	nan					
SAMN03702684	SRR5070721;SRR5070818;SRR5070902;SRR5902552;SRR5902582	step5_sra_linkage	nan	nan					
SAMN03702685	SRR5070707;SRR5902573;SRR5902574	step5_sra_linkage	nan	nan					
SAMN03702686	SRR5070971;SRR5902559;SRR5902562;SRR5902565	step5_sra_linkage	nan	nan					
SAMN03702687	SRR5070966	step5_sra_linkage	nan	nan					
SAMN03702688	SRR5071071	step5_sra_linkage	nan	nan					
SAMN03702689	SRR5070759	step5_sra_linkage	nan	nan					
SAMN03702690	SRR5070808	step5_sra_linkage	nan	nan					
SAMN03854490	SRR5070778;SRR5070786;SRR5829684;SRR5829685;SRR5829688	step5_sra_linkage	nan	nan					
SAMN03854491	SRR5070911;SRR5070936;SRR5829718;SRR5829723	step5_sra_linkage	nan	nan					
SAMN03854492	SRR5070771;SRR5071005;SRR5852284;SRR5852286	step5_sra_linkage	nan	nan					
SAMN03854493	SRR5070854;SRR5070866;SRR5839120;SRR5839124	step5_sra_linkage	nan	nan					
SAMN03854494	SRR5070711;SRR5070930;SRR5851808;SRR5851812;SRR5851819	step5_sra_linkage	nan	nan					
SAMN03854495	SRR5070674;SRR5071030;SRR5851817	step5_sra_linkage	nan	nan					
SAMN03854496	SRR5070730;SRR5071079;SRR5851467	step5_sra_linkage	nan	nan					
SAMN03854497	SRR5070792;SRR5071043;SRR5851465;SRR5851476	step5_sra_linkage	nan	nan					
SAMN03854498	SRR5070706;SRR5070898;SRR5851472;SRR5851475	step5_sra_linkage	nan	nan					
SAMN03854499	SRR5071008;SRR5902571;SRR5902572	step5_sra_linkage	nan	nan					
SAMN03854500	SRR5070895	step5_sra_linkage	nan	nan					
SAMN03854501	SRR5070857	step5_sra_linkage	nan	nan					
SAMN03877216	SRR5070896;SRR5070905;SRR5825963;SRR5825966	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN03877217	SRR5070709;SRR5071058;SRR5829560;SRR5829564;SRR5829567	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN03877218	SRR5070751;SRR5070957;SRR5829677;SRR5829690	step5_sra_linkage	nan	nan					
SAMN03877219	SRR5070700;SRR5070736;SRR5838386;SRR5838393	step5_sra_linkage	nan	nan					
SAMN03877220	SRR5070722;SRR5071074;SRR5838385;SRR5838391;SRR5838398	step5_sra_linkage	nan	nan					
SAMN03877221	SRR5070743;SRR5071075;SRR5838395;SRR5838396;SRR5838397	step5_sra_linkage	nan	nan					
SAMN03877222	SRR5070934;SRR5071032;SRR5856166;SRR5856169	step5_sra_linkage	nan	nan					
SAMN03877223	SRR5829804;SRR5829823	step5_sra_linkage	nan	nan					
SAMN03996251	SRR2823948;SRR2823949;SRR2823950	step5_sra_linkage	PacBio; Illumina	true					
SAMN03996260	SRR2824043;SRR2824044;SRR2824045	step5_sra_linkage	PacBio; Illumina	true					
SAMN04221179	SRR5070767;SRR5712546	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN04221180	SRR5070991;SRR5712542	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN04221181	SRR5070839;SRR5070965;SRR5825967;SRR5825969	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04221182	SRR5070727;SRR5070937;SRR5825962;SRR5825965	step5_sra_linkage	nan	nan					
SAMN04221183	SRR5070925;SRR5071045;SRR5825961;SRR5825968;SRR5825976	step5_sra_linkage	nan	nan					
SAMN04221184	SRR5070703;SRR5070955;SRR5712539	step5_sra_linkage	nan	nan					
SAMN04221185	SRR5070886;SRR5070912;SRR5712541	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04221186	SRR5070976;SRR5829683;SRR5829689	step5_sra_linkage	nan	nan					
SAMN04221187	SRR5070882;SRR5071078;SRR5725524	step5_sra_linkage	nan	nan					
SAMN04221188	SRR5070816;SRR5070944;SRR5742133	step5_sra_linkage	nan	nan					
SAMN04221189	SRR5070780;SRR5071006;SRR5742132	step5_sra_linkage	nan	nan					
SAMN04221190	SRR5742131	step5_sra_linkage	nan	nan					
SAMN04221191	SRR5742130	step5_sra_linkage	nan	nan					
SAMN04221192	SRR5070742;SRR5070801	step5_sra_linkage	nan	nan					
SAMN04221193	SRR5070679;SRR5070910	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04221194	SRR5070815;SRR5071060	step5_sra_linkage	nan	nan					
SAMN04221195	SRR5070844;SRR5070855	step5_sra_linkage	nan	nan					
SAMN04221196	SRR5070865;SRR5070906	step5_sra_linkage	nan	nan					
SAMN04221197	SRR5070913;SRR5070920	step5_sra_linkage	nan	nan					
SAMN04221198	SRR5070665;SRR5070710	step5_sra_linkage	nan	nan					
SAMN04221199	SRR5070705;SRR5071064	step5_sra_linkage	nan	nan					
SAMN04221200	SRR5070694;SRR5070755	step5_sra_linkage	nan	nan					
SAMN04383559	SRR5070690;SRR5071068;SRR5712537	step5_sra_linkage	nan	nan					
SAMN04383560	SRR5070868;SRR5070998;SRR5712540	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04383561	SRR5070723;SRR5070826;SRR5712543	step5_sra_linkage	nan	nan					
SAMN04383562	SRR5070946;SRR5070967;SRR5712538	step5_sra_linkage	nan	nan					
SAMN04383563	SRR5070935;SRR5071070;SRR5712544	step5_sra_linkage	nan	nan					
SAMN04383564	SRR5070841;SRR5070949;SRR5712545	step5_sra_linkage	nan	nan					
SAMN04383565	SRR5070820;SRR5070919;SRR5725525	step5_sra_linkage	nan	nan					
SAMN04383566	SRR5070667;SRR5070708;SRR5725528	step5_sra_linkage	nan	nan					
SAMN04383567	SRR5070876;SRR5070922;SRR5725520	step5_sra_linkage	nan	nan					
SAMN04383568	SRR5070845;SRR5070897;SRR5725521;SRR5725527	step5_sra_linkage	nan	nan					
SAMN04383569	SRR5070904;SRR5071019;SRR5725522	step5_sra_linkage	nan	nan					
SAMN04383570	SRR5070783;SRR5070982;SRR5725519	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04383571	SRR5070860;SRR5070916;SRR5725523	step5_sra_linkage	nan	nan					
SAMN04383572	SRR5070806;SRR5070924;SRR5725526	step5_sra_linkage	nan	nan					
SAMN04383573	SRR5070798;SRR5070867;SRR5829724;SRR5829725	step5_sra_linkage	nan	nan					
SAMN04383574	SRR5071013;SRR5071091;SRR5852285	step5_sra_linkage	nan	nan					
SAMN04383575	SRR5071040;SRR5071084;SRR5902577	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04383576	SRR5070744;SRR5070878;SRR5902569	step5_sra_linkage	nan	nan					
SAMN04383577	SRR5070741;SRR5070980	step5_sra_linkage	nan	nan					
SAMN04383578	SRR5070680;SRR5071082	step5_sra_linkage	nan	nan					
SAMN04383579	SRR5070828;SRR5070894	step5_sra_linkage	nan	nan					
SAMN04383580	SRR5070938;SRR5071067	step5_sra_linkage	nan	nan					
SAMN04383581	SRR5071036;SRR5071041	step5_sra_linkage	nan	nan					
SAMN04383582	SRR5070838;SRR5071080	step5_sra_linkage	nan	nan					
SAMN04383583	SRR5070791;SRR5071086	step5_sra_linkage	nan	nan					
SAMN04383584	SRR5071012;SRR5071062	step5_sra_linkage	nan	nan					
SAMN04383585	SRR5070859;SRR5071051;SRR5742135	step5_sra_linkage	nan	nan					
SAMN04383586	SRR5070752;SRR5071018	step5_sra_linkage	nan	nan					
SAMN04383587	SRR5070717;SRR5071089	step5_sra_linkage	nan	nan					
SAMN04383588	SRR5070677;SRR5070843	step5_sra_linkage	nan	nan					
SAMN04383589	SRR5070822;SRR5071025	step5_sra_linkage	nan	nan					
SAMN04383590	SRR5070813;SRR5070956	step5_sra_linkage	nan	nan					
SAMN04383591	SRR5070858;SRR5071022	step5_sra_linkage	nan	nan					
SAMN04383592	SRR5070746;SRR5070777	step5_sra_linkage	nan	nan					
SAMN04383593	SRR5070733;SRR5070825	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN04383594	SRR5070684;SRR5070861	step5_sra_linkage	nan	nan					
SAMN04383595	SRR5070782;SRR5070959	step5_sra_linkage	nan	nan					
SAMN04383596	SRR5070907;SRR5071081	step5_sra_linkage	nan	nan					
SAMN04383597	SRR5070675;SRR5071049	step5_sra_linkage	nan	nan					
SAMN04383598	SRR5070885;SRR5070960	step5_sra_linkage	nan	nan					
SAMN04383599	SRR5070750;SRR5070995;SRR5742138	step5_sra_linkage	nan	nan					
SAMN04383600	SRR5070817;SRR5071017;SRR5742134	step5_sra_linkage	nan	nan					
SAMN04383601	SRR5070805;SRR5070862;SRR5742136	step5_sra_linkage	nan	nan					
SAMN04383602	SRR5070663;SRR5070683;SRR5071085;SRR5742137	step5_sra_linkage	nan	nan					
SAMN04383603	SRR5829857	step5_sra_linkage	nan	nan					
SAMN04388406	SRR5070697;SRR5070989;SRR5902568	step5_sra_linkage	nan	nan					
SAMN04388407	SRR5829828	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN04388408	SRR9006229	step5_sra_linkage	nan	nan					
SAMN04388409	SRR9006197	step5_sra_linkage	nan	nan					
SAMN04875532	SRR4271508;SRR4271509;SRR4271510;SRR4271511	step5_sra_linkage	PacBio; Illumina	true					
SAMN05333713	SRR5829824	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN05333714	SRR5829755;SRR5829785	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN05333715	SRR9006058	step5_sra_linkage	nan	nan					
SAMN05333716	SRR5071076;SRR5241504;SRR5318266	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN05583809	SRR9006069	step5_sra_linkage	nan	nan					
SAMN05583810	SRR9006064	step5_sra_linkage	nan	nan					
SAMN05583811	SRR9006107	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN05583812	SRR9006109	step5_sra_linkage	nan	nan					
SAMN05583813	SRR9006110	step5_sra_linkage	nan	nan					
SAMN05583814	SRR9006111	step5_sra_linkage	nan	nan					
SAMN05583815	SRR9006132	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN05583816	SRR9006128	step5_sra_linkage	nan	nan					
SAMN05583817	SRR9006127	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN05583818	SRR9006157	step5_sra_linkage	nan	nan					
SAMN05583848	SRR9006114	step5_sra_linkage	nan	nan					
SAMN05583849	SRR9006115	step5_sra_linkage	nan	nan					
SAMN05583850	SRR9006131	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN05716050	SRR5829815;SRR5829833	step5_sra_linkage	nan	nan					
SAMN05716051	SRR5829764;SRR5829864	step5_sra_linkage	nan	nan					
SAMN05716052	SRR5829745;SRR5829837	step5_sra_linkage	nan	nan					
SAMN05716053	SRR5829776;SRR5829839	step5_sra_linkage	nan	nan					
SAMN05716054	SRR5829800;SRR5829851	step5_sra_linkage	nan	nan					
SAMN05716055	SRR5829746;SRR5829801	step5_sra_linkage	nan	nan					
SAMN05716056	SRR5829744;SRR5829747	step5_sra_linkage	nan	nan					
SAMN05751692	SRR5829860;SRR5829868	step5_sra_linkage	nan	nan					
SAMN05751693	SRR5829807;SRR5829846	step5_sra_linkage	nan	nan					
SAMN05751694	SRR5829820;SRR5829855	step5_sra_linkage	nan	nan					
SAMN05751695	SRR5829760;SRR5829836	step5_sra_linkage	nan	nan					
SAMN05751696	SRR5829843;SRR5829872	step5_sra_linkage	nan	nan					
SAMN05751697	SRR5829792;SRR5829825	step5_sra_linkage	nan	nan					
SAMN05751698	SRR5829830;SRR5829876	step5_sra_linkage	nan	nan					
SAMN05751699	SRR5829766;SRR5829782	step5_sra_linkage	nan	nan					
SAMN05751700	SRR5829819;SRR5829854	step5_sra_linkage	nan	nan					
SAMN05751701	SRR5829852;SRR5829869	step5_sra_linkage	nan	nan					
SAMN05751702	SRR5829741;SRR5829866	step5_sra_linkage	nan	nan					
SAMN05770313	SRR5070840;SRR5514661	step5_sra_linkage	nan	nan					
SAMN05770314	SRR5070891;SRR5514662	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN05770315	SRR5070923;SRR5514663	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN05770316	SRR5071090;SRR5514664	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN05948796	SRR9006220	step5_sra_linkage	nan	nan					
SAMN05948797	SRR5829810	step5_sra_linkage	nan	nan					
SAMN05948798	SRR5829829	step5_sra_linkage	nan	nan					
SAMN05950788	SRR5829777;SRR5829844	step5_sra_linkage	nan	nan					
SAMN05950790	SRR5829762;SRR5829765	step5_sra_linkage	nan	nan					
SAMN05950791	SRR5829763;SRR5829845	step5_sra_linkage	nan	nan					
SAMN06007540	SRR5829759;SRR5829808	step5_sra_linkage	nan	nan					
SAMN06007541	SRR5829781;SRR5829811	step5_sra_linkage	nan	nan					
SAMN06007542	SRR5829738;SRR5829767	step5_sra_linkage	nan	nan					
SAMN06007543	SRR5829748;SRR5829774;SRR5829784	step5_sra_linkage	nan	nan					
SAMN06007544	SRR5829790;SRR5829873	step5_sra_linkage	nan	nan					
SAMN06007545	SRR9006209	step5_sra_linkage	nan	nan					
SAMN06007762	SRR9006205	step5_sra_linkage	nan	nan					
SAMN06007763	SRR9006186	step5_sra_linkage	nan	nan					
SAMN07137591	SRR9006181	step5_sra_linkage	nan	nan					
SAMN07137592	SRR5829847	step5_sra_linkage	nan	nan					
SAMN07137593	SRR9006089	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN07327524	SRR9006160	step5_sra_linkage	nan	nan					
SAMN07352190	SRR5829805	step5_sra_linkage	nan	nan					
SAMN07352192	SRR5829739;SRR5829831	step5_sra_linkage	nan	nan					
SAMN07352193	SRR5829756;SRR5829779	step5_sra_linkage	nan	nan					
SAMN07352194	SRR5829795;SRR5829863	step5_sra_linkage	nan	nan					
SAMN07352195	SRR5829737	step5_sra_linkage	nan	nan					
SAMN07352196	SRR5829840;SRR5829865	step5_sra_linkage	nan	nan					
SAMN07352197	SRR5829796;SRR5829835	step5_sra_linkage	nan	nan					
SAMN07352198	SRR5829749	step5_sra_linkage	nan	nan					
SAMN07352199	SRR5829769;SRR5829803	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN07352209	SRR5829799;SRR5829832	step5_sra_linkage	nan	nan					
SAMN07352213	SRR5829752;SRR5829826	step5_sra_linkage	nan	nan					
SAMN07352214	SRR5829870;SRR5829874	step5_sra_linkage	nan	nan					
SAMN07352218	SRR5829788;SRR5829858	step5_sra_linkage	nan	nan					
SAMN07352219	SRR5829768;SRR5829834	step5_sra_linkage	nan	nan					
SAMN07352224	SRR5829789;SRR5829798	step5_sra_linkage	nan	nan					
SAMN07352227	SRR5829786;SRR5829791	step5_sra_linkage	nan	nan					
SAMN07362432	SRR5858783	step5_sra_linkage	Illumina MiSeq	true					
SAMN07362433	SRR5858782	step5_sra_linkage	Illumina MiSeq	true					
SAMN07362434	SRR5858785	step5_sra_linkage	Illumina MiSeq	true					
SAMN07362435	SRR5858784	step5_sra_linkage	Illumina MiSeq	true					
SAMN08016809	SRR9006236	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08136964	SRR9006071	step5_sra_linkage	nan	nan					
SAMN08136965	SRR9006106	step5_sra_linkage	nan	nan					
SAMN08136966	SRR9006055	step5_sra_linkage	nan	nan					
SAMN08136967	SRR9006093	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08136968	SRR9006112	step5_sra_linkage	nan	nan					
SAMN08136969	SRR9006113	step5_sra_linkage	nan	nan					
SAMN08136970	SRR9006116	step5_sra_linkage	nan	nan					
SAMN08136971	SRR9006134	step5_sra_linkage	nan	nan					
SAMN08136972	SRR9006136	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08136973	SRR9006155	step5_sra_linkage	nan	nan					
SAMN08136974	SRR9006156	step5_sra_linkage	nan	nan					
SAMN08136975	SRR9006153	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08136976	SRR9006151	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08136977	SRR9006150	step5_sra_linkage	nan	nan					
SAMN08136978	SRR9006184	step5_sra_linkage	nan	nan					
SAMN08136979	SRR9006183	step5_sra_linkage	nan	nan					
SAMN08136980	SRR9006182	step5_sra_linkage	nan	nan					
SAMN08136981	SRR9006188	step5_sra_linkage	nan	nan					
SAMN08136982	SRR9006187	step5_sra_linkage	nan	nan					
SAMN08136985	SRR9006185	step5_sra_linkage	nan	nan					
SAMN08136986	SRR9006180	step5_sra_linkage	nan	nan					
SAMN08136987	SRR9006204	step5_sra_linkage	nan	nan					
SAMN08136988	SRR9006206	step5_sra_linkage	nan	nan					
SAMN08136989	SRR9006201	step5_sra_linkage	nan	nan					
SAMN08136990	SRR9006207	step5_sra_linkage	nan	nan					
SAMN08136991	SRR9006103	step5_sra_linkage	nan	nan					
SAMN08136992	SRR9006101	step5_sra_linkage	nan	nan					
SAMN08164936	SRR9006130	step5_sra_linkage	nan	nan					
SAMN08164937	SRR9006129	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08164938	SRR9006154	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08164939	SRR9006152	step5_sra_linkage	nan	nan					
SAMN08164940	SRR9006179	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08164941	SRR9006203	step5_sra_linkage	nan	nan					
SAMN08164942	SRR9006200	step5_sra_linkage	nan	nan					
SAMN08164943	SRR9006202	step5_sra_linkage	nan	nan					
SAMN08164944	SRR9006221	step5_sra_linkage	nan	nan					
SAMN08164945	SRR9006224	step5_sra_linkage	nan	nan					
SAMN08164946	SRR9006223;SRR9006226	step5_sra_linkage	nan	nan					
SAMN08164947	SRR9006225	step5_sra_linkage	nan	nan					
SAMN08164948	SRR9006228	step5_sra_linkage	nan	nan					
SAMN08164949	SRR9006094	step5_sra_linkage	nan	nan					
SAMN08164950	SRR9006059	step5_sra_linkage	nan	nan					
SAMN08164951	SRR9006104	step5_sra_linkage	nan	nan					
SAMN08178166	SRR9006135	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08178167	SRR9006060	step5_sra_linkage	nan	nan					
SAMN08178168	SRR9006061	step5_sra_linkage	nan	nan					
SAMN08200079	SRR9006067	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08200080	SRR9006092	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08200081	SRR9006108	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08200082	SRR9006149	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08214406	SRR9006158	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08214407	SRR9006219;SRR9006222	step5_sra_linkage	nan	nan					
SAMN08214408	SRR9006227	step5_sra_linkage	nan	nan					
SAMN08214409	SRR9006199	step5_sra_linkage	PacBio RSII; Illumina HiSeq	true					
SAMN08395605	SRR9006070	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08395606	SRR9006100	step5_sra_linkage	nan	nan					
SAMN08395607	SRR9006099	step5_sra_linkage	nan	nan					
SAMN08395608	SRR9006098	step5_sra_linkage	nan	nan					
SAMN08395609	SRR9006097	step5_sra_linkage	nan	nan					
SAMN08395610	SRR9006096	step5_sra_linkage	nan	nan					
SAMN08395611	SRR9006095	step5_sra_linkage	nan	nan					
SAMN08395612	SRR9006119	step5_sra_linkage	nan	nan					
SAMN08395613	SRR9006120	step5_sra_linkage	nan	nan					
SAMN08395614	SRR9006121	step5_sra_linkage	nan	nan					
SAMN08395615	SRR9006122	step5_sra_linkage	nan	nan					
SAMN08395616	SRR9006123	step5_sra_linkage	nan	nan					
SAMN08395617	SRR9006124	step5_sra_linkage	nan	nan					
SAMN08395618	SRR9006125	step5_sra_linkage	nan	nan					
SAMN08395619	SRR9006126	step5_sra_linkage	nan	nan					
SAMN08395620	SRR9006117	step5_sra_linkage	nan	nan					
SAMN08395621	SRR9006118	step5_sra_linkage	nan	nan					
SAMN08395622	SRR9006216	step5_sra_linkage	nan	nan					
SAMN08395623	SRR9006215	step5_sra_linkage	nan	nan					
SAMN08395624	SRR9006214	step5_sra_linkage	nan	nan					
SAMN08395625	SRR9006213	step5_sra_linkage	nan	nan					
SAMN08395626	SRR9006212	step5_sra_linkage	nan	nan					
SAMN08395627	SRR9006211	step5_sra_linkage	nan	nan					
SAMN08395628	SRR9006210	step5_sra_linkage	nan	nan					
SAMN08395629	SRR9006218	step5_sra_linkage	nan	nan					
SAMN08395630	SRR9006217	step5_sra_linkage	nan	nan					
SAMN08395631	SRR9006191	step5_sra_linkage	nan	nan					
SAMN08395632	SRR9006192	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08395633	SRR9006193	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08395634	SRR9006194	step5_sra_linkage	PacBio RSII; Illumina MiSeq	true					
SAMN08395635	SRR9006195	step5_sra_linkage	nan	nan					
SAMN08395636	SRR9006196	step5_sra_linkage	nan	nan					
SAMN08395637	SRR9006198	step5_sra_linkage	nan	nan					
SAMN08395638	SRR9006189	step5_sra_linkage	nan	nan					
SAMN08395639	SRR9006073	step5_sra_linkage	nan	nan					
SAMN08395640	SRR9006072	step5_sra_linkage	nan	nan					
SAMN08395641	SRR9006075	step5_sra_linkage	nan	nan					
SAMN08395642	SRR9006074	step5_sra_linkage	nan	nan					
SAMN08395643	SRR9006079	step5_sra_linkage	nan	nan					
