input_accession	resolved_accession	status	fasta_path	note	original_status	original_fasta_path
GCF_028747745.1	GCF_028747745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_028747745.1.fasta	assembly_index_exact:GCF_028747745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_028747745.1/GCF_028747745.1_ASM2874774v1_genomic.fna
GCF_030644645.1	GCF_030644645.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644645.1.fasta	assembly_index_exact:GCF_030644645.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_030644645.1/GCF_030644645.1_ASM3064464v1_genomic.fna
GCF_030644665.1	GCF_030644665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644665.1.fasta	assembly_index_exact:GCF_030644665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_030644665.1/GCF_030644665.1_ASM3064466v1_genomic.fna
GCF_030644685.1	GCF_030644685.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644685.1.fasta	assembly_index_exact:GCF_030644685.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_030644685.1/GCF_030644685.1_ASM3064468v1_genomic.fna
GCF_030644705.1	GCF_030644705.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644705.1.fasta	assembly_index_exact:GCF_030644705.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_030644705.1/GCF_030644705.1_ASM3064470v1_genomic.fna
GCF_030931755.1	GCF_030931755.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030931755.1.fasta	assembly_index_exact:GCF_030931755.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_030931755.1/GCF_030931755.1_ASM3093175v1_genomic.fna
GCF_032272945.1	GCF_032272945.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032272945.1.fasta	assembly_index_exact:GCF_032272945.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032272945.1/GCF_032272945.1_ASM3227294v1_genomic.fna
GCF_032274205.1	GCF_032274205.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032274205.1.fasta	assembly_index_exact:GCF_032274205.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032274205.1/GCF_032274205.1_ASM3227420v1_genomic.fna
GCF_032275665.1	GCF_032275665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032275665.1.fasta	assembly_index_exact:GCF_032275665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032275665.1/GCF_032275665.1_ASM3227566v1_genomic.fna
GCF_032276425.1	GCF_032276425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032276425.1.fasta	assembly_index_exact:GCF_032276425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032276425.1/GCF_032276425.1_ASM3227642v1_genomic.fna
GCF_032277225.1	GCF_032277225.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032277225.1.fasta	assembly_index_exact:GCF_032277225.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032277225.1/GCF_032277225.1_ASM3227722v1_genomic.fna
GCF_032278065.1	GCF_032278065.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032278065.1.fasta	assembly_index_exact:GCF_032278065.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032278065.1/GCF_032278065.1_ASM3227806v1_genomic.fna
GCF_032278865.1	GCF_032278865.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032278865.1.fasta	assembly_index_exact:GCF_032278865.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032278865.1/GCF_032278865.1_ASM3227886v1_genomic.fna
GCF_032279645.1	GCF_032279645.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032279645.1.fasta	assembly_index_exact:GCF_032279645.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032279645.1/GCF_032279645.1_ASM3227964v1_genomic.fna
GCF_032280565.1	GCF_032280565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032280565.1.fasta	assembly_index_exact:GCF_032280565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032280565.1/GCF_032280565.1_ASM3228056v1_genomic.fna
GCF_032281485.1	GCF_032281485.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032281485.1.fasta	assembly_index_exact:GCF_032281485.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032281485.1/GCF_032281485.1_ASM3228148v1_genomic.fna
GCF_032282385.1	GCF_032282385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032282385.1.fasta	assembly_index_exact:GCF_032282385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032282385.1/GCF_032282385.1_ASM3228238v1_genomic.fna
GCF_032283205.1	GCF_032283205.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032283205.1.fasta	assembly_index_exact:GCF_032283205.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032283205.1/GCF_032283205.1_ASM3228320v1_genomic.fna
GCF_032284125.1	GCF_032284125.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032284125.1.fasta	assembly_index_exact:GCF_032284125.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032284125.1/GCF_032284125.1_ASM3228412v1_genomic.fna
GCF_032284905.1	GCF_032284905.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032284905.1.fasta	assembly_index_exact:GCF_032284905.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032284905.1/GCF_032284905.1_ASM3228490v1_genomic.fna
GCF_032285665.1	GCF_032285665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032285665.1.fasta	assembly_index_exact:GCF_032285665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032285665.1/GCF_032285665.1_ASM3228566v1_genomic.fna
GCF_032286425.1	GCF_032286425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032286425.1.fasta	assembly_index_exact:GCF_032286425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032286425.1/GCF_032286425.1_ASM3228642v1_genomic.fna
GCF_032287185.1	GCF_032287185.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032287185.1.fasta	assembly_index_exact:GCF_032287185.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032287185.1/GCF_032287185.1_ASM3228718v1_genomic.fna
GCF_032288525.1	GCF_032288525.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032288525.1.fasta	assembly_index_exact:GCF_032288525.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032288525.1/GCF_032288525.1_ASM3228852v1_genomic.fna
GCF_032288865.1	GCF_032288865.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032288865.1.fasta	assembly_index_exact:GCF_032288865.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032288865.1/GCF_032288865.1_ASM3228886v1_genomic.fna
GCF_032289745.1	GCF_032289745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032289745.1.fasta	assembly_index_exact:GCF_032289745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032289745.1/GCF_032289745.1_ASM3228974v1_genomic.fna
GCF_032290225.1	GCF_032290225.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290225.1.fasta	assembly_index_exact:GCF_032290225.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290225.1/GCF_032290225.1_ASM3229022v1_genomic.fna
GCF_032290245.1	GCF_032290245.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290245.1.fasta	assembly_index_exact:GCF_032290245.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290245.1/GCF_032290245.1_ASM3229024v1_genomic.fna
GCF_032290265.1	GCF_032290265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290265.1.fasta	assembly_index_exact:GCF_032290265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290265.1/GCF_032290265.1_ASM3229026v1_genomic.fna
GCF_032290285.1	GCF_032290285.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290285.1.fasta	assembly_index_exact:GCF_032290285.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290285.1/GCF_032290285.1_ASM3229028v1_genomic.fna
GCF_032290305.1	GCF_032290305.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290305.1.fasta	assembly_index_exact:GCF_032290305.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290305.1/GCF_032290305.1_ASM3229030v1_genomic.fna
GCF_032290325.1	GCF_032290325.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290325.1.fasta	assembly_index_exact:GCF_032290325.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290325.1/GCF_032290325.1_ASM3229032v1_genomic.fna
GCF_032290345.1	GCF_032290345.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290345.1.fasta	assembly_index_exact:GCF_032290345.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290345.1/GCF_032290345.1_ASM3229034v1_genomic.fna
GCF_032290365.1	GCF_032290365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032290365.1.fasta	assembly_index_exact:GCF_032290365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032290365.1/GCF_032290365.1_ASM3229036v1_genomic.fna
GCF_032291365.1	GCF_032291365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032291365.1.fasta	assembly_index_exact:GCF_032291365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032291365.1/GCF_032291365.1_ASM3229136v1_genomic.fna
GCF_032291385.1	GCF_032291385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032291385.1.fasta	assembly_index_exact:GCF_032291385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032291385.1/GCF_032291385.1_ASM3229138v1_genomic.fna
GCF_032291405.1	GCF_032291405.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032291405.1.fasta	assembly_index_exact:GCF_032291405.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_032291405.1/GCF_032291405.1_ASM3229140v1_genomic.fna
GCF_036284505.1	GCF_036284505.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_036284505.1.fasta	assembly_index_exact:GCF_036284505.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_036284505.1/GCF_036284505.1_ASM3628450v1_genomic.fna
GCF_046736165.1	GCF_046736165.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_046736165.1.fasta	assembly_index_exact:GCF_046736165.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_046736165.1/GCF_046736165.1_CIDM-MRBP01_genomic.fna
GCF_046895385.1	GCF_046895385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_046895385.1.fasta	assembly_index_exact:GCF_046895385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_046895385.1/GCF_046895385.1_CIDM-MRBP02_genomic.fna
GCF_047323265.1	GCF_047323265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323265.1.fasta	assembly_index_exact:GCF_047323265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323265.1/GCF_047323265.1_Xwq91_YW91_genomic.fna
GCF_047323315.1	GCF_047323315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323315.1.fasta	assembly_index_exact:GCF_047323315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323315.1/GCF_047323315.1_Xwq85_YW85_genomic.fna
GCF_047323335.1	GCF_047323335.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323335.1.fasta	assembly_index_exact:GCF_047323335.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323335.1/GCF_047323335.1_Xwq83_YW83_genomic.fna
GCF_047323375.1	GCF_047323375.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323375.1.fasta	assembly_index_exact:GCF_047323375.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323375.1/GCF_047323375.1_Xwq77_YW77_genomic.fna
GCF_047323385.1	GCF_047323385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323385.1.fasta	assembly_index_exact:GCF_047323385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323385.1/GCF_047323385.1_Xwq76_YW76_genomic.fna
GCF_047323425.1	GCF_047323425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323425.1.fasta	assembly_index_exact:GCF_047323425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323425.1/GCF_047323425.1_Xwq71_YW71_genomic.fna
GCF_047323485.1	GCF_047323485.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323485.1.fasta	assembly_index_exact:GCF_047323485.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323485.1/GCF_047323485.1_Xwq56_YW56_genomic.fna
GCF_047323495.1	GCF_047323495.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323495.1.fasta	assembly_index_exact:GCF_047323495.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323495.1/GCF_047323495.1_Xwq55_YW55_genomic.fna
GCF_047323515.1	GCF_047323515.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323515.1.fasta	assembly_index_exact:GCF_047323515.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323515.1/GCF_047323515.1_Xwq53_YW53_genomic.fna
GCF_047323535.1	GCF_047323535.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323535.1.fasta	assembly_index_exact:GCF_047323535.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323535.1/GCF_047323535.1_Xwq50_YW50_genomic.fna
GCF_047323555.1	GCF_047323555.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323555.1.fasta	assembly_index_exact:GCF_047323555.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323555.1/GCF_047323555.1_Xwq44_YW44_genomic.fna
GCF_047323565.1	GCF_047323565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323565.1.fasta	assembly_index_exact:GCF_047323565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323565.1/GCF_047323565.1_Xwq43_YW43_genomic.fna
GCF_047323585.1	GCF_047323585.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323585.1.fasta	assembly_index_exact:GCF_047323585.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323585.1/GCF_047323585.1_Xwq35_YW35_genomic.fna
GCF_047323605.1	GCF_047323605.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323605.1.fasta	assembly_index_exact:GCF_047323605.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323605.1/GCF_047323605.1_Xwq21_YW21_genomic.fna
GCF_047323645.1	GCF_047323645.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323645.1.fasta	assembly_index_exact:GCF_047323645.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323645.1/GCF_047323645.1_Xwq20_YW20_genomic.fna
GCF_047323655.1	GCF_047323655.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323655.1.fasta	assembly_index_exact:GCF_047323655.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323655.1/GCF_047323655.1_Xwq13_YW23_genomic.fna
GCF_047323665.1	GCF_047323665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323665.1.fasta	assembly_index_exact:GCF_047323665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323665.1/GCF_047323665.1_Xwq12_YW19_genomic.fna
GCF_047323735.1	GCF_047323735.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323735.1.fasta	assembly_index_exact:GCF_047323735.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323735.1/GCF_047323735.1_pb9_YW9_genomic.fna
GCF_047323745.1	GCF_047323745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323745.1.fasta	assembly_index_exact:GCF_047323745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323745.1/GCF_047323745.1_pb7_YW7_genomic.fna
GCF_047323755.1	GCF_047323755.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323755.1.fasta	assembly_index_exact:GCF_047323755.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323755.1/GCF_047323755.1_pb8_YW8_genomic.fna
GCF_047323775.1	GCF_047323775.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323775.1.fasta	assembly_index_exact:GCF_047323775.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323775.1/GCF_047323775.1_pb40_YW40_genomic.fna
GCF_047323785.1	GCF_047323785.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323785.1.fasta	assembly_index_exact:GCF_047323785.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323785.1/GCF_047323785.1_pb5_YW5_genomic.fna
GCF_047323825.1	GCF_047323825.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323825.1.fasta	assembly_index_exact:GCF_047323825.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323825.1/GCF_047323825.1_pb4_YW4_genomic.fna
GCF_047323835.1	GCF_047323835.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323835.1.fasta	assembly_index_exact:GCF_047323835.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323835.1/GCF_047323835.1_pb38_YW38_genomic.fna
GCF_047323845.1	GCF_047323845.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323845.1.fasta	assembly_index_exact:GCF_047323845.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323845.1/GCF_047323845.1_pb37_YW37_genomic.fna
GCF_047323935.1	GCF_047323935.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323935.1.fasta	assembly_index_exact:GCF_047323935.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323935.1/GCF_047323935.1_pb32_YW32_genomic.fna
GCF_047323945.1	GCF_047323945.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323945.1.fasta	assembly_index_exact:GCF_047323945.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323945.1/GCF_047323945.1_pb31_YW31_genomic.fna
GCF_047323955.1	GCF_047323955.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323955.1.fasta	assembly_index_exact:GCF_047323955.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323955.1/GCF_047323955.1_pb29_YW29_genomic.fna
GCF_047323965.1	GCF_047323965.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323965.1.fasta	assembly_index_exact:GCF_047323965.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323965.1/GCF_047323965.1_pb28_YW28_genomic.fna
GCF_047323975.1	GCF_047323975.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047323975.1.fasta	assembly_index_exact:GCF_047323975.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047323975.1/GCF_047323975.1_pb26_YW26_genomic.fna
GCF_047324035.1	GCF_047324035.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047324035.1.fasta	assembly_index_exact:GCF_047324035.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047324035.1/GCF_047324035.1_pb12_YW12_genomic.fna
GCF_047324055.1	GCF_047324055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047324055.1.fasta	assembly_index_exact:GCF_047324055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047324055.1/GCF_047324055.1_pb10_YW10_genomic.fna
GCF_047324075.1	GCF_047324075.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047324075.1.fasta	assembly_index_exact:GCF_047324075.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047324075.1/GCF_047324075.1_Xwq41_YW41_genomic.fna
GCF_047550995.1	GCF_047550995.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_047550995.1.fasta	assembly_index_exact:GCF_047550995.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_047550995.1/GCF_047550995.1_ASM4755099v1_genomic.fna
GCF_050942035.1	GCF_050942035.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942035.1.fasta	assembly_index_exact:GCF_050942035.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942035.1/GCF_050942035.1_ASM5094203v1_genomic.fna
GCF_050942045.1	GCF_050942045.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942045.1.fasta	assembly_index_exact:GCF_050942045.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942045.1/GCF_050942045.1_ASM5094204v1_genomic.fna
GCF_050942055.1	GCF_050942055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942055.1.fasta	assembly_index_exact:GCF_050942055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942055.1/GCF_050942055.1_ASM5094205v1_genomic.fna
GCF_050942065.1	GCF_050942065.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942065.1.fasta	assembly_index_exact:GCF_050942065.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942065.1/GCF_050942065.1_ASM5094206v1_genomic.fna
GCF_050942115.1	GCF_050942115.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942115.1.fasta	assembly_index_exact:GCF_050942115.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942115.1/GCF_050942115.1_ASM5094211v1_genomic.fna
GCF_050942125.1	GCF_050942125.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942125.1.fasta	assembly_index_exact:GCF_050942125.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942125.1/GCF_050942125.1_ASM5094212v1_genomic.fna
GCF_050942135.1	GCF_050942135.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942135.1.fasta	assembly_index_exact:GCF_050942135.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942135.1/GCF_050942135.1_ASM5094213v1_genomic.fna
GCF_050942235.1	GCF_050942235.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_050942235.1.fasta	assembly_index_exact:GCF_050942235.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_050942235.1/GCF_050942235.1_ASM5094223v1_genomic.fna
GCF_052058455.1	GCF_052058455.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_052058455.1.fasta	assembly_index_exact:GCF_052058455.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_052058455.1/GCF_052058455.1_ASM5205845v1_genomic.fna
GCF_052491735.1	GCF_052491735.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_052491735.1.fasta	assembly_index_exact:GCF_052491735.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_052491735.1/GCF_052491735.1_ASM5249173v1_genomic.fna
GCF_055384595.1	GCF_055384595.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055384595.1.fasta	assembly_index_exact:GCF_055384595.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055384595.1/GCF_055384595.1_ASM5538459v1_genomic.fna
GCF_055385365.1	GCF_055385365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055385365.1.fasta	assembly_index_exact:GCF_055385365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055385365.1/GCF_055385365.1_ASM5538536v1_genomic.fna
GCF_055385715.1	GCF_055385715.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055385715.1.fasta	assembly_index_exact:GCF_055385715.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055385715.1/GCF_055385715.1_ASM5538571v1_genomic.fna
