input_accession	resolved_accession	status	fasta_path	note	original_status	original_fasta_path
GCF_055386115.1	GCF_055386115.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055386115.1.fasta	assembly_index_exact:GCF_055386115.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055386115.1/GCF_055386115.1_ASM5538611v1_genomic.fna
GCF_055386605.1	GCF_055386605.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055386605.1.fasta	assembly_index_exact:GCF_055386605.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055386605.1/GCF_055386605.1_ASM5538660v1_genomic.fna
GCF_055386935.1	GCF_055386935.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055386935.1.fasta	assembly_index_exact:GCF_055386935.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055386935.1/GCF_055386935.1_ASM5538693v1_genomic.fna
GCF_055387325.1	GCF_055387325.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_055387325.1.fasta	assembly_index_exact:GCF_055387325.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_055387325.1/GCF_055387325.1_ASM5538732v1_genomic.fna
GCF_900186845.1	GCF_900186845.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900186845.1.fasta	assembly_index_exact:GCF_900186845.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900186845.1/GCF_900186845.1_46338_E02_genomic.fna
GCF_900187345.1	GCF_900187345.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900187345.1.fasta	assembly_index_exact:GCF_900187345.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900187345.1/GCF_900187345.1_42650_A02_genomic.fna
GCF_900327835.1	GCF_900327835.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900327835.1.fasta	assembly_index_exact:GCF_900327835.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900327835.1/GCF_900327835.1_VS366_genomic.fna
GCF_900327845.1	GCF_900327845.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900327845.1.fasta	assembly_index_exact:GCF_900327845.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900327845.1/GCF_900327845.1_VS393_genomic.fna
GCF_900327855.1	GCF_900327855.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900327855.1.fasta	assembly_index_exact:GCF_900327855.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900327855.1/GCF_900327855.1_VS377_genomic.fna
GCF_900327865.1	GCF_900327865.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900327865.1.fasta	assembly_index_exact:GCF_900327865.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900327865.1/GCF_900327865.1_VS401_genomic.fna
GCF_900327875.1	GCF_900327875.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900327875.1.fasta	assembly_index_exact:GCF_900327875.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900327875.1/GCF_900327875.1_VS67_genomic.fna
GCF_900445805.1	GCF_900445805.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900445805.1.fasta	assembly_index_exact:GCF_900445805.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900445805.1/GCF_900445805.1_45532_B01_genomic.fna
GCF_900445825.1	GCF_900445825.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900445825.1.fasta	assembly_index_exact:GCF_900445825.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900445825.1/GCF_900445825.1_45813_A02_genomic.fna
GCF_900445865.1	GCF_900445865.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900445865.1.fasta	assembly_index_exact:GCF_900445865.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900445865.1/GCF_900445865.1_45813_B02_genomic.fna
GCF_900445885.1	GCF_900445885.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900445885.1.fasta	assembly_index_exact:GCF_900445885.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900445885.1/GCF_900445885.1_42912_G02_genomic.fna
GCF_900445935.1	GCF_900445935.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900445935.1.fasta	assembly_index_exact:GCF_900445935.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900445935.1/GCF_900445935.1_45813_C02_genomic.fna
GCF_900445965.1	GCF_900445965.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900445965.1.fasta	assembly_index_exact:GCF_900445965.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900445965.1/GCF_900445965.1_34947_C01_genomic.fna
GCF_900465145.1	GCF_900465145.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465145.1.fasta	assembly_index_exact:GCF_900465145.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465145.1/GCF_900465145.1_BP46_genomic.fna
GCF_900465165.1	GCF_900465165.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465165.1.fasta	assembly_index_exact:GCF_900465165.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465165.1/GCF_900465165.1_BP82_genomic.fna
GCF_900465175.1	GCF_900465175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465175.1.fasta	assembly_index_exact:GCF_900465175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465175.1/GCF_900465175.1_BP155_genomic.fna
GCF_900465715.1	GCF_900465715.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465715.1.fasta	assembly_index_exact:GCF_900465715.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465715.1/GCF_900465715.1_BP6384_genomic.fna
GCF_900465735.1	GCF_900465735.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465735.1.fasta	assembly_index_exact:GCF_900465735.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465735.1/GCF_900465735.1_BP6260_genomic.fna
GCF_900465745.1	GCF_900465745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465745.1.fasta	assembly_index_exact:GCF_900465745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465745.1/GCF_900465745.1_BPK10_genomic.fna
GCF_900465785.1	GCF_900465785.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465785.1.fasta	assembly_index_exact:GCF_900465785.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465785.1/GCF_900465785.1_BP6242_genomic.fna
GCF_900465795.1	GCF_900465795.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465795.1.fasta	assembly_index_exact:GCF_900465795.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465795.1/GCF_900465795.1_BP312_genomic.fna
GCF_900465925.1	GCF_900465925.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900465925.1.fasta	assembly_index_exact:GCF_900465925.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900465925.1/GCF_900465925.1_BP318_genomic.fna
GCF_900475665.1	GCF_900475665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900475665.1.fasta	assembly_index_exact:GCF_900475665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900475665.1/GCF_900475665.1_45813_D02_genomic.fna
GCF_900492145.1	GCF_900492145.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_900492145.1.fasta	assembly_index_exact:GCF_900492145.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_900492145.1/GCF_900492145.1_FR5810_genomic.fna
GCF_901472525.1	GCF_901472525.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_901472525.1.fasta	assembly_index_exact:GCF_901472525.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_901472525.1/GCF_901472525.1_35377_A02_genomic.fna
GCF_965117305.1	GCF_965117305.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_965117305.1.fasta	assembly_index_exact:GCF_965117305.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_965117305.1/GCF_965117305.1_Q1024_genomic.fna
GCF_965117315.1	GCF_965117315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_965117315.1.fasta	assembly_index_exact:GCF_965117315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_965117315.1/GCF_965117315.1_Q0923_genomic.fna
GCA_001013565.1	GCA_001013565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001013565.1.fasta	assembly_index_exact:GCA_001013565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001013565.1/GCA_001013565.1_BPD420_genomic.fna
GCA_001307525.1	GCA_001307525.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307525.1.fasta	assembly_index_exact:GCA_001307525.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307525.1/GCA_001307525.1_ASM130752v1_genomic.fna
GCA_001307565.1	GCA_001307565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307565.1.fasta	assembly_index_exact:GCA_001307565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307565.1/GCA_001307565.1_ASM130756v1_genomic.fna
GCA_001307585.1	GCA_001307585.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307585.1.fasta	assembly_index_exact:GCA_001307585.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307585.1/GCA_001307585.1_ASM130758v1_genomic.fna
GCA_001307605.1	GCA_001307605.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307605.1.fasta	assembly_index_exact:GCA_001307605.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307605.1/GCA_001307605.1_ASM130760v1_genomic.fna
GCA_001307625.1	GCA_001307625.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307625.1.fasta	assembly_index_exact:GCA_001307625.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307625.1/GCA_001307625.1_ASM130762v1_genomic.fna
GCA_001307645.1	GCA_001307645.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307645.1.fasta	assembly_index_exact:GCA_001307645.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307645.1/GCA_001307645.1_ASM130764v1_genomic.fna
GCA_001307665.1	GCA_001307665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307665.1.fasta	assembly_index_exact:GCA_001307665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307665.1/GCA_001307665.1_ASM130766v1_genomic.fna
GCA_001307685.1	GCA_001307685.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307685.1.fasta	assembly_index_exact:GCA_001307685.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307685.1/GCA_001307685.1_ASM130768v1_genomic.fna
GCA_001307705.1	GCA_001307705.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307705.1.fasta	assembly_index_exact:GCA_001307705.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307705.1/GCA_001307705.1_ASM130770v1_genomic.fna
GCA_001307725.1	GCA_001307725.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307725.1.fasta	assembly_index_exact:GCA_001307725.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307725.1/GCA_001307725.1_ASM130772v1_genomic.fna
GCA_001307745.1	GCA_001307745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001307745.1.fasta	assembly_index_exact:GCA_001307745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001307745.1/GCA_001307745.1_ASM130774v1_genomic.fna
GCA_001509895.1	GCA_001509895.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509895.1.fasta	assembly_index_exact:GCA_001509895.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001509895.1/GCA_001509895.1_ASM150989v1_genomic.fna
GCA_001509915.1	GCA_001509915.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001509915.1.fasta	assembly_index_exact:GCA_001509915.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001509915.1/GCA_001509915.1_ASM150991v1_genomic.fna
GCA_001558395.2	GCA_001558395.2	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001558395.2.fasta	assembly_index_exact:GCA_001558395.2	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001558395.2/GCA_001558395.2_ASM155839v2_genomic.fna
GCA_001601775.1	GCA_001601775.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001601775.1.fasta	assembly_index_exact:GCA_001601775.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001601775.1/GCA_001601775.1_ASM160177v1_genomic.fna
GCA_001601785.1	GCA_001601785.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001601785.1.fasta	assembly_index_exact:GCA_001601785.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001601785.1/GCA_001601785.1_ASM160178v1_genomic.fna
GCA_001605035.1	GCA_001605035.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605035.1.fasta	assembly_index_exact:GCA_001605035.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605035.1/GCA_001605035.1_ASM160503v1_genomic.fna
GCA_001605055.1	GCA_001605055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605055.1.fasta	assembly_index_exact:GCA_001605055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605055.1/GCA_001605055.1_ASM160505v1_genomic.fna
GCA_001605075.1	GCA_001605075.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605075.1.fasta	assembly_index_exact:GCA_001605075.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605075.1/GCA_001605075.1_ASM160507v1_genomic.fna
GCA_001605095.1	GCA_001605095.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605095.1.fasta	assembly_index_exact:GCA_001605095.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605095.1/GCA_001605095.1_ASM160509v1_genomic.fna
GCA_001605115.1	GCA_001605115.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605115.1.fasta	assembly_index_exact:GCA_001605115.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605115.1/GCA_001605115.1_ASM160511v1_genomic.fna
GCA_001605135.1	GCA_001605135.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605135.1.fasta	assembly_index_exact:GCA_001605135.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605135.1/GCA_001605135.1_ASM160513v1_genomic.fna
GCA_001605155.1	GCA_001605155.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605155.1.fasta	assembly_index_exact:GCA_001605155.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605155.1/GCA_001605155.1_ASM160515v1_genomic.fna
GCA_001605175.1	GCA_001605175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605175.1.fasta	assembly_index_exact:GCA_001605175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605175.1/GCA_001605175.1_ASM160517v1_genomic.fna
GCA_001605195.1	GCA_001605195.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605195.1.fasta	assembly_index_exact:GCA_001605195.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605195.1/GCA_001605195.1_ASM160519v1_genomic.fna
GCA_001605215.1	GCA_001605215.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605215.1.fasta	assembly_index_exact:GCA_001605215.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605215.1/GCA_001605215.1_ASM160521v1_genomic.fna
GCA_001605235.1	GCA_001605235.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605235.1.fasta	assembly_index_exact:GCA_001605235.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605235.1/GCA_001605235.1_ASM160523v1_genomic.fna
GCA_001605255.1	GCA_001605255.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605255.1.fasta	assembly_index_exact:GCA_001605255.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605255.1/GCA_001605255.1_ASM160525v1_genomic.fna
GCA_001605275.1	GCA_001605275.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605275.1.fasta	assembly_index_exact:GCA_001605275.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605275.1/GCA_001605275.1_ASM160527v1_genomic.fna
GCA_001605295.1	GCA_001605295.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605295.1.fasta	assembly_index_exact:GCA_001605295.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605295.1/GCA_001605295.1_ASM160529v1_genomic.fna
GCA_001605345.1	GCA_001605345.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605345.1.fasta	assembly_index_exact:GCA_001605345.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605345.1/GCA_001605345.1_ASM160534v1_genomic.fna
GCA_001605365.1	GCA_001605365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605365.1.fasta	assembly_index_exact:GCA_001605365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605365.1/GCA_001605365.1_ASM160536v1_genomic.fna
GCA_001605385.1	GCA_001605385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605385.1.fasta	assembly_index_exact:GCA_001605385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605385.1/GCA_001605385.1_ASM160538v1_genomic.fna
GCA_001605405.1	GCA_001605405.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605405.1.fasta	assembly_index_exact:GCA_001605405.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605405.1/GCA_001605405.1_ASM160540v1_genomic.fna
GCA_001605425.1	GCA_001605425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605425.1.fasta	assembly_index_exact:GCA_001605425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605425.1/GCA_001605425.1_ASM160542v1_genomic.fna
GCA_001605445.1	GCA_001605445.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605445.1.fasta	assembly_index_exact:GCA_001605445.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605445.1/GCA_001605445.1_ASM160544v1_genomic.fna
GCA_001605465.1	GCA_001605465.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605465.1.fasta	assembly_index_exact:GCA_001605465.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605465.1/GCA_001605465.1_ASM160546v1_genomic.fna
GCA_001605485.1	GCA_001605485.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605485.1.fasta	assembly_index_exact:GCA_001605485.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605485.1/GCA_001605485.1_ASM160548v1_genomic.fna
GCA_001605505.1	GCA_001605505.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605505.1.fasta	assembly_index_exact:GCA_001605505.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605505.1/GCA_001605505.1_ASM160550v1_genomic.fna
GCA_001605525.1	GCA_001605525.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605525.1.fasta	assembly_index_exact:GCA_001605525.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605525.1/GCA_001605525.1_ASM160552v1_genomic.fna
GCA_001605545.1	GCA_001605545.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605545.1.fasta	assembly_index_exact:GCA_001605545.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605545.1/GCA_001605545.1_ASM160554v1_genomic.fna
GCA_001605565.1	GCA_001605565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605565.1.fasta	assembly_index_exact:GCA_001605565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605565.1/GCA_001605565.1_ASM160556v1_genomic.fna
GCA_001605585.1	GCA_001605585.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605585.1.fasta	assembly_index_exact:GCA_001605585.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605585.1/GCA_001605585.1_ASM160558v1_genomic.fna
GCA_001605605.1	GCA_001605605.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605605.1.fasta	assembly_index_exact:GCA_001605605.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605605.1/GCA_001605605.1_ASM160560v1_genomic.fna
GCA_001605625.1	GCA_001605625.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605625.1.fasta	assembly_index_exact:GCA_001605625.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_001605625.1/GCA_001605625.1_ASM160562v1_genomic.fna
GCA_001605645.1	GCF_001605645.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605645.1.fasta	assembly_index_exact:GCF_001605645.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001605645.1/GCF_001605645.1_ASM160564v1_genomic.fna
GCA_001605665.1	GCF_001605665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605665.1.fasta	assembly_index_exact:GCF_001605665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001605665.1/GCF_001605665.1_ASM160566v1_genomic.fna
GCA_001605685.1	GCF_001605685.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605685.1.fasta	assembly_index_exact:GCF_001605685.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001605685.1/GCF_001605685.1_ASM160568v1_genomic.fna
GCA_001605705.1	GCF_001605705.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001605705.1.fasta	assembly_index_exact:GCF_001605705.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001605705.1/GCF_001605705.1_ASM160570v1_genomic.fna
GCA_001628735.1	GCF_001628735.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001628735.1.fasta	assembly_index_exact:GCF_001628735.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001628735.1/GCF_001628735.1_ASM162873v1_genomic.fna
GCA_001686365.1	GCF_001686365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001686365.1.fasta	assembly_index_exact:GCF_001686365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001686365.1/GCF_001686365.1_ASM168636v1_genomic.fna
GCA_001686405.1	GCF_001686405.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001686405.1.fasta	assembly_index_exact:GCF_001686405.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001686405.1/GCF_001686405.1_ASM168640v1_genomic.fna
GCA_001686425.1	GCF_001686425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001686425.1.fasta	assembly_index_exact:GCF_001686425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001686425.1/GCF_001686425.1_ASM168642v1_genomic.fna
